Oil Rate Cum,sed18ss_csv,seh5n_csv,sef19n_csv,sda5n_csv,sec10ls_csv,sec1n_csv,sec24_csv,sec34ls_csv,sed24ls_csv,sec7_csv,sec20_csv,sed3ls_csv,raa4ss_csv,seh8n_csv,sec4_csv,sed7n_csv,seb7ls_csv,seh3st3n_csv,seb31_csv,sed24ss_csv,sec34ss_csv,raa4_csv,raa1_csv,raa3_csv,sed21ls_csv,sef12n_csv,raa2_csv,sed2ls_csv,seg25st_csv,see8n_csv,see5ls_csv,sed12ls_csv,sec32n_csv,see15ss_csv,sda3ss_csv,raa9_csv,raa8_csv,sed14ls_csv,sed10ss_csv,sec11_csv,sec38_csv,sea2_csv,sed28ls_csv,seg3st_csv,seb6st1ls_csv,sed8ss_csv,sed31ls_csv,sed9ls_csv,seh6n_csv,sef9n_csv,seb8_csv
17803.87,0,356.05,318.28,453.86,452.27,132.88,224.76,336.09,219.75,722.31,288.91,27.1,625.69,432.27,730.63,253.19,206.4,65.73,359.8,394.51,0,0,987.64,76.54,678.88,0,1183.98,481.3,309.32,447.08,278.57,130.27,35.4,0,222.78,189.86,34.78,224.25,423.04,977.05,261.21,686.41,248.64,502.46,337.26,421.07,164.22,274.08,219.34,1199.57,208.39
17864.17,0,357.88,256.6,456.2,454.59,133.57,225.91,337.82,220.88,726.03,290.4,0,628.91,434.49,734.4,254.49,207.46,66.07,361.66,396.54,0,0,1290.54,76.94,682.37,0,1190.07,483.78,310.92,449.38,280.01,130.94,35.59,0,223.93,190.84,34.96,225.41,425.22,982.08,262.55,689.94,249.92,505.04,339,423.24,165.07,275.49,220.47,967.11,209.46
17880.2,0,515.93,360.74,493.25,0,227.97,377.49,780.19,0,0,307.24,196.36,679.99,368.18,751.77,275.17,223.65,71.22,391.03,102.03,0,0,1418.74,83.19,706.42,425.64,938.76,541.89,333.19,0,346.43,318.55,212,0,0,206.34,37.8,243.72,459.76,1101.33,293.74,876.85,59.57,443.94,358.66,484.86,0,50.41,286.05,1303.68,226.47
17880.37,0,532.35,372.22,508.95,0,235.22,389.5,301.88,0,0,317.02,202.61,701.63,379.9,775.69,283.92,230.77,73.48,403.47,0,0,0,1463.89,85.84,728.9,439.19,968.63,745.51,343.79,0,357.46,328.69,218.75,0,0,212.9,39,251.47,474.39,1136.38,303.09,895.62,0,458.07,370.08,476.12,0,0,295.15,1345.16,233.68
17894.25,0,405.64,332.66,0,491.56,144.43,244.28,188.94,238.84,337.98,314.02,0,680.05,309.55,451.8,183.46,274.44,71.88,387.07,194.9,0,0,1352.22,74.88,470.52,0,1286.85,445.21,336.2,494.24,302.77,143.27,0,927.33,242.14,206.35,37.8,237.74,414.35,1061.94,283.9,757.72,0,546.11,366.56,332.21,420.66,372.37,238.4,1291.01,0
17895.44,0,352.55,315.15,449.4,447.82,131.58,222.55,332.79,217.59,715.21,286.07,0,619.54,428.02,723.45,250.7,204.37,65.09,356.27,390.63,0,0,1271.31,75.79,672.2,0,1172.34,476.57,306.28,442.69,275.83,128.99,35.06,0,220.59,187.99,34.44,222.05,418.89,967.44,258.64,679.66,246.2,497.52,333.95,416.93,162.61,271.39,217.18,1187.78,206.34
17901.54,0,444.31,364.38,0,464.62,102.17,267.57,0,261.61,370.2,278.63,0,744.88,339.06,494.87,200.95,339.71,78.73,423.97,213.48,0,0,1481.13,82.01,0,0,1366.81,487.65,368.25,541.36,331.64,156.93,0,927.95,265.22,226.02,41.4,265.47,453.85,847.48,136.05,829.95,0,598.17,328.28,314.26,379.45,407.87,261.12,1414.08,0
17911.46,0,340.81,407.28,0,529.28,150.84,304.85,0,223.1,417.41,314.16,0,982.8,216.2,564.67,0,297.41,38.23,473.11,162.98,0,0,666.42,75.1,444.11,0,896.67,272.06,361.26,610.39,431.46,0,0,653.93,299.04,276.78,46.68,308.87,758.49,955.55,363.83,907.43,0,424.75,245.82,415.49,620.76,425.63,294.42,1552.43,180.96
17916.42,0,562.88,483.87,0,0,234.32,0,0,170.69,0,315.81,201.84,698.94,549.11,772.72,282.83,221.69,84.72,336.14,0,0,0,2747.13,85.51,726.1,437.5,1350.42,742.65,342.47,0,356.09,294.35,217.91,0,248.81,213.48,38.85,250.51,472.57,0,301.93,892.18,41.62,589.06,420.55,474.29,0,0,294.02,1218.18,244.68
17921.29,0,353.65,316.14,450.8,449.22,131.99,223.24,321.92,218.27,717.44,286.97,0,621.47,251.96,725.71,251.48,221.73,65.29,357.38,391.84,81.11,0,1275.27,76.03,674.3,0,1175.99,478.06,307.24,380.63,308.62,129.39,35.17,0,221.28,188.58,34.54,222.74,420.19,970.46,259.45,801.39,246.96,499.07,334.99,418.23,163.11,272.23,181.55,1201.23,206.98
17926.36,0,374.32,453.95,0,404.85,0,444.5,0,203.65,263.66,295.81,0,0,374.23,614.98,517.61,252.53,44.21,477.37,285.49,0,1276.41,681.38,84.17,483.73,0,1081.44,0,355.46,799.98,349.01,0,0,416.62,335.16,231.65,52.97,358.51,765.85,1106.22,406.63,782.98,0,476.05,275.52,0,604.24,658.59,255.91,1006.96,73.76
17929.36,0,370.03,344.97,471.68,299.32,138.1,232.25,327.89,135.65,0,293.81,0,650.26,324.47,726.06,263.13,213.87,68.1,373.93,390.27,219.05,0,1356.71,79.55,675.54,407.03,897.71,518.2,318.62,391.62,331.29,304.62,36.79,0,231.49,197.31,36.14,233.06,439.66,1015.42,271.47,838.52,248.56,424.53,342.98,463.67,0,289.23,273.55,1246.68,216.57
17930.59,0,357.59,333.37,455.83,289.26,133.46,224.44,19.8,153.47,713.7,283.93,0,628.4,313.56,701.65,254.29,206.68,65.81,361.36,377.15,211.69,0,1311.1,76.88,652.83,393.35,867.53,500.78,307.91,378.46,320.15,294.38,35.56,0,223.7,190.68,34.93,225.23,424.88,981.28,262.34,810.33,240.21,410.26,331.45,448.08,164.93,279.51,264.35,1204.77,209.29
17969.52,0,303.07,361.27,0,465.41,132.64,268.07,0,259.38,367.04,276.25,0,738.52,228.88,496.54,199.23,261.52,78.06,416.02,211.66,0,0,1468.49,81.31,510.97,0,1412.88,483.49,365.11,536.74,379.39,155.59,0,575.02,262.96,225.57,41.05,263.2,449.97,840.25,319.93,822.87,0,593.07,277.29,240.17,376.21,404.39,258.9,1402.01,159.13
17978.05,0,301.17,359,0,462.49,131.81,263.63,0,257.75,364.74,274.52,0,733.89,227.44,493.43,197.99,259.89,77.57,413.42,210.33,0,0,1459.29,80.8,296.2,0,1414.79,480.46,362.82,533.37,326.75,154.62,0,914.27,261.31,222.69,40.79,261.55,447.15,834.98,306.38,817.71,0,589.35,275.55,283.82,373.85,401.85,257.27,1393.23,158.13
18021.32,0,373.67,348.36,476.32,248.74,220.14,364.54,753.42,140.32,0,296.7,189.63,656.66,355.55,725.97,265.72,215.98,68.77,377.61,353.06,0,0,1370.06,80.33,682.18,411.04,906.54,523.29,321.75,313.08,334.55,307.62,204.73,0,0,199.25,36.5,235.35,443.98,1063.54,283.66,846.77,28.76,428.71,346.36,468.23,0,0,276.24,1258.94,218.7
18030.69,0,371.64,346.47,473.74,300.63,138.7,233.26,329.31,159.5,0,295.09,0,653.09,325.88,729.22,264.28,214.8,68.4,375.56,391.97,220.01,0,1362.62,79.9,678.48,408.8,901.62,520.45,320.01,393.33,332.73,305.95,36.95,0,232.49,198.17,36.3,234.08,441.57,1019.84,272.65,842.17,249.64,426.38,344.48,465.68,0,290.49,274.74,1252.11,217.51
18033.72,0,358.57,334.29,457.08,290.06,133.83,225.05,86.05,153.89,715.66,284.71,0,630.13,314.42,703.58,254.99,207.25,53.62,362.36,378.19,212.27,0,1314.71,77.09,654.62,394.43,869.92,502.15,308.75,379.5,321.03,295.19,35.66,0,224.32,191.2,35.03,225.84,426.05,983.98,263.06,812.56,240.87,411.39,332.36,449.31,165.39,280.28,265.08,1208.08,209.87
18047.42,0,353.31,315.83,450.37,441.67,131.86,223.03,321.61,218.06,716.76,280.54,0,620.88,428.94,725.02,251.24,212.19,65.23,357.04,391.47,153.53,0,1274.06,75.96,673.66,0,1090.92,477.6,306.95,380.27,308.33,129.27,35.13,0,221.07,188.4,34.51,222.53,419.79,969.54,259.2,800.63,246.73,498.59,334.67,417.83,162.96,271.98,181.38,1200.09,206.79
18057.96,0,422.8,346.74,0,442.13,150.54,254.62,0,248.95,352.28,273.7,0,708.82,322.65,470.92,191.22,323.27,74.92,403.45,203.15,0,0,1409.43,78.04,490.43,0,1341.29,464.05,350.42,515.15,315.59,149.34,0,966.56,252.38,215.08,39.4,247.79,431.88,797.02,295.92,789.78,0,569.22,382.07,346.26,438.46,388.13,248.48,1345.63,0
18063.93,0,444.42,364.47,0,469.53,158.24,267.64,0,261.68,370.29,278.7,0,745.06,230.91,500.94,201,261.98,78.75,419.71,213.53,0,0,1481.5,82.03,0,0,1436.06,487.77,368.34,462.52,331.72,156.97,0,928.18,265.29,226.08,41.41,265.53,453.96,847.69,311.05,830.16,0,598.32,328.36,314.34,379.55,407.97,261.19,1414.44,116.65
18087.36,0,303.86,362.2,0,466.61,132.98,268.76,0,260.05,367.99,276.97,0,740.43,229.47,497.82,199.75,262.2,78.26,417.1,212.21,0,0,1472.29,81.52,512.3,0,1416.26,484.74,366.05,538.13,380.38,156,0,576.51,263.64,226.16,41.16,263.88,451.14,842.42,320.76,825,0,594.6,278.01,312.38,377.19,405.43,259.57,1405.64,159.54
18112.39,0,354.4,316.81,451.77,450.18,132.27,223.72,322.61,218.74,718.98,287.58,0,622.8,430.27,727.26,252.02,214.01,65.43,358.14,392.68,94.11,0,1278.01,76.19,675.74,0,1178.51,479.08,307.9,445.02,309.28,129.67,35.24,0,221.75,188.98,34.62,223.22,421.09,972.54,260,683.24,247.49,500.14,335.7,419.13,163.46,272.82,218.33,1194.03,207.43
18136.09,0,376.71,323.84,0,478.52,140.6,237.8,361.78,232.5,806.08,305.68,0,662,301.33,773.04,178.59,227.48,69.55,133.45,189.73,0,0,1316.34,72.89,458.03,0,1252.7,433.4,327.28,481.13,294.74,139.47,0,902.72,235.71,200.88,36.8,231.43,403.35,1033.76,276.37,737.61,30.14,531.62,356.84,323.39,409.5,362.49,232.07,1256.75,0
18149.13,0,364.68,339.98,464.86,301.21,136.11,228.89,323.14,156.51,727.85,289.56,0,640.86,319.78,715.56,259.33,210.78,67.12,368.53,384.63,215.89,0,1337.09,78.4,665.77,0,884.73,510.7,314.01,385.96,326.5,300.22,36.26,0,228.14,194.46,35.62,229.69,433.3,1000.74,267.54,826.39,244.97,418.39,338.02,456.96,168.2,285.05,224.66,1228.65,213.44
18223.57,0,364.06,339.4,464.07,294.49,135.88,228.5,33.6,156.24,726.61,289.07,0,639.77,319.23,714.35,258.89,210.42,67,367.9,383.98,215.52,0,1334.82,78.27,664.64,400.46,883.23,509.84,313.48,385.3,325.94,299.71,36.2,0,227.75,194.13,35.56,229.3,432.56,999.04,267.09,824.99,244.55,417.68,337.45,456.18,167.92,284.57,224.28,1226.57,213.08
18251.94,0,306.62,365.5,0,470.86,134.19,271.21,0,262.42,371.34,279.49,0,747.17,231.56,502.35,201.57,264.59,78.97,420.89,214.14,0,0,1485.69,82.27,516.96,0,1429.15,489.15,369.38,543.02,383.84,157.41,0,581.75,266.04,228.22,41.53,266.28,455.24,850.09,323.68,832.5,0,600.01,280.54,315.23,380.62,409.12,261.93,1418.43,160.99
18261.41,0,548.46,504.35,524.35,0,242.34,0,0,0,0,326.62,208.74,722.86,521.86,799.17,292.51,237.75,75.71,347.64,0,0,0,1508.19,88.43,750.96,452.48,1396.65,768.07,354.19,0,368.27,304.43,225.37,0,0,220.79,40.18,259.08,488.75,1170.77,312.26,922.72,0,609.22,360.69,490.53,0,0,304.09,1259.88,253.05
18261.56,0,369.47,344.44,470.97,298.87,137.89,231.89,68.21,158.56,737.4,293.36,0,649.27,323.97,724.95,262.73,213.55,68,373.36,389.68,218.72,0,1354.64,79.43,674.51,139.7,896.34,517.41,318.13,391.03,330.78,304.16,36.74,0,231.13,197.01,36.09,232.71,438.99,1013.87,271.05,837.24,248.18,423.88,342.46,462.96,170.41,288.79,227.61,1244.78,216.24
18272.36,0,406.91,333.71,0,493.11,144.89,245.05,372.81,239.59,339.04,315,0,682.19,310.52,453.23,184.04,275.3,72.1,388.29,183.29,0,0,1356.48,75.11,472,0,1290.89,446.61,337.26,495.8,303.73,143.72,0,930.24,242.9,207,37.92,238.48,415.65,1065.28,284.8,760.1,0,547.83,367.72,333.25,421.98,373.54,239.15,1295.07,150.78
18291.4,0,373.84,321.37,0,474.87,139.53,235.99,359.02,230.73,799.93,303.35,0,656.95,453.87,767.14,177.23,225.74,69.02,373.93,188.28,0,0,1306.3,72.33,454.54,0,1243.14,430.09,324.78,477.46,292.49,138.41,0,793.18,233.91,199.35,36.52,229.66,400.28,1025.87,274.26,731.98,29.91,527.56,354.11,320.93,406.37,359.72,230.3,1247.16,0
18323.55,0,380.9,355.1,485.54,308.11,224.4,371.58,767.99,132.82,0,302.44,157.05,669.35,362.42,740.01,220.08,220.15,70.1,384.91,326.41,37.58,0,1396.55,81.89,564.99,418.98,924.07,433.4,327.98,403.12,341.02,254.77,208.68,0,238.28,203.11,37.21,194.92,367.71,1084.11,289.15,863.14,207.89,437,353.05,387.79,0,0,281.58,1283.29,222.93
18347.44,0,395.62,324.45,0,474.43,139.4,235.77,358.69,232.94,799.19,303.07,0,663.25,301.9,766.44,178.93,218.79,70.1,377.51,190.09,0,0,1318.83,73.03,458.9,0,1255.07,434.22,327.9,482.04,295.3,139.74,0,904.43,236.16,201.26,36.87,231.86,404.11,1024.92,274.01,739,0,532.62,357.51,324,410.27,363.18,232.51,1259.13,0
18364.25,0,367.91,321.58,0,467.34,137.31,232.25,359.26,227.07,787.25,298.54,0,646.54,446.67,754.99,174.42,222.17,67.92,368,407.65,0,0,1285.6,71.19,447.33,0,1223.44,423.27,319.63,469.89,287.86,136.21,0,881.64,230.21,196.19,35.94,226.02,422.07,1009.61,269.92,720.38,29.44,519.2,348.5,315.84,399.93,354.02,226.65,1227.4,0
18393.21,0,373.85,321.37,0,474.88,139.53,235.99,359.03,230.74,799.95,303.36,0,656.97,453.88,767.16,177.23,225.75,69.02,373.94,188.29,0,0,1306.33,72.33,454.55,0,1243.17,430.1,324.79,477.47,292.5,138.41,0,895.86,233.92,199.35,36.52,229.67,428.88,1025.9,274.27,732,0,527.58,354.12,320.93,406.38,359.73,230.31,1247.2,0
18404.86,0,309.19,368.56,0,474.8,135.32,273.48,0,264.61,374.45,281.83,0,753.43,233.5,506.56,203.26,266.8,79.63,424.42,215.93,0,0,1498.13,82.96,521.29,0,1441.13,493.25,372.48,547.57,387.05,158.73,0,586.63,268.27,230.13,41.88,268.51,459.06,857.21,326.39,839.48,0,605.04,282.89,317.87,383.81,412.55,264.12,1430.32,162.34
18411.14,0,393.29,343.76,0,379.88,111.62,188.79,287.21,242.74,639.93,242.68,0,691.13,477.48,613.7,186.45,237.49,72.61,393.38,435.77,0,0,1374.26,76.1,478.19,0,1307.82,531.65,341.68,502.3,307.71,145.61,29.74,942.44,246.08,209.72,38.42,247.71,451.18,820.68,219.4,770.07,0,555.01,372.54,220.32,427.52,302.75,242.28,1312.05,0
18422.88,0,409.99,336.23,0,496.84,145.98,246.91,375.63,241.41,341.61,317.39,0,687.35,312.87,456.65,185.43,277.38,72.65,391.23,196.99,0,0,1366.73,75.68,475.57,0,1300.66,449.99,339.81,499.54,306.02,144.81,0,937.28,244.74,208.57,38.21,240.29,418.79,1073.33,286.95,765.85,0,551.97,370.5,335.77,425.17,376.37,240.96,1304.86,151.92
18453.1,0,396.7,325.34,0,480.74,141.25,238.9,363.46,233.58,809.82,307.1,0,665.07,302.73,776.63,179.42,228.54,70.29,378.55,190.61,0,0,1322.45,73.23,460.16,0,1258.51,435.41,328.8,483.36,296.11,140.12,0,906.91,236.81,201.81,36.97,232.5,405.22,1038.55,277.65,741.03,0,534.09,358.49,324.89,411.4,364.17,233.15,1262.58,0
18457.82,0,401.69,329.43,0,486.78,143.03,241.91,368.03,236.52,820,310.96,0,673.44,306.54,447.41,181.68,222.15,71.18,383.31,193.01,0,0,1339.08,74.15,465.94,0,1274.33,440.88,332.93,489.44,299.83,141.88,0,918.31,239.78,204.35,37.43,235.42,410.32,1051.61,281.14,750.35,0,540.8,363,328.98,416.57,368.75,236.08,1278.46,120.94
18505.49,0,377.36,324.39,0,479.34,140.84,238.21,362.4,196.51,807.47,306.21,0,663.14,458.14,774.37,178.9,227.87,69.67,377.45,190.06,0,0,1318.61,73.01,458.82,0,1254.85,434.14,327.84,481.95,295.25,139.71,0,904.27,236.12,201.22,36.86,231.83,432.91,1035.54,276.85,738.88,35.69,532.53,357.45,323.95,350.38,363.11,232.47,1258.92,0
18522.65,0,413.27,338.92,0,500.81,147.15,248.88,378.63,243.34,344.34,319.92,0,692.84,315.37,460.3,186.91,279.6,73.23,394.36,186.16,0,0,1377.66,76.28,479.37,0,1311.05,453.59,342.52,503.54,308.47,145.97,0,944.77,246.69,210.24,38.51,242.21,422.14,1081.92,289.24,771.97,0,556.39,373.46,338.46,428.57,379.38,242.88,1315.3,118.04
18538.55,0,312.24,372.2,0,479.49,136.65,276.18,0,267.23,378.15,284.61,0,760.87,235.8,511.56,205.26,269.44,80.42,428.61,218.06,0,0,1512.92,83.77,526.44,0,1455.35,498.12,376.15,552.98,390.87,160.3,0,592.42,222.94,232.4,42.29,271.17,463.59,865.67,329.61,847.77,0,611.01,285.68,321,387.6,416.62,266.73,1444.44,163.94
18540.57,0,412.88,338.61,0,500.34,147.01,248.65,378.28,243.11,344.02,319.63,0,692.2,315.08,459.88,186.74,279.34,73.16,393.99,185.98,0,0,1376.39,76.21,478.93,0,1309.84,453.17,342.21,503.07,308.19,145.83,0,943.9,246.46,210.04,38.48,241.98,421.75,1080.91,288.98,771.26,0,555.87,373.11,338.15,428.18,379.03,242.66,1314.08,152.99
18557.26,0,377.18,324.24,0,479.11,140.77,238.1,362.23,232.79,807.09,306.07,0,662.83,457.93,774.01,178.81,227.76,69.63,377.27,189.97,0,0,1317.98,72.98,458.6,0,1254.26,433.94,327.69,481.73,295.11,139.65,0,903.85,236.01,201.13,36.84,231.72,432.7,1035.05,276.71,738.53,0,532.28,357.28,323.8,410.01,362.94,232.36,1258.32,0
18563.43,0,545.15,501.3,352.89,0,122.95,0,575.34,0,0,324.64,207.48,718.5,518.71,794.35,290.75,236.32,75.25,345.54,107.81,0,0,1499.09,87.9,746.43,449.75,1388.22,763.44,352.06,0,366.05,302.59,196.01,0,71.94,219.46,39.94,257.52,485.8,1163.7,310.38,888.49,0,605.54,358.51,487.57,0,0,302.25,1252.28,251.53
18611.51,0,373.77,348.46,476.46,302.35,220.2,364.64,753.62,160.41,0,296.78,189.68,656.84,355.64,726.17,265.8,216.04,68.79,377.72,394.22,0,0,1370.43,80.36,682.37,411.15,906.79,523.44,321.84,395.58,334.64,307.71,204.78,0,233.83,199.31,36.51,235.42,444.11,1063.83,283.74,847,183.08,428.83,346.45,468.36,0,0,276.31,1259.29,218.76
18613.8,0,379.22,353.54,483.4,303.56,221.09,366.1,332.53,162.75,0,297.97,0,666.41,332.53,736.35,185.4,219.19,69.79,383.22,399.97,222.16,0,1390.41,81.53,692.32,417.14,920.01,531.07,326.53,401.35,339.52,312.19,205.6,0,237.24,202.22,37.04,196.55,450.58,1029.8,275.31,859.35,254.74,435.08,351.5,475.18,0,296.42,280.34,1277.65,221.95
18635.89,0,371.34,346.19,473.35,300.38,138.59,233.07,329.04,159.37,470.24,294.85,0,652.55,325.61,728.62,264.06,214.63,68.34,375.25,391.65,219.83,0,1361.5,79.83,677.92,408.47,900.88,520.03,319.74,393.01,332.46,305.7,15.39,0,232.3,198.01,36.27,233.88,441.21,1019,272.43,841.48,249.44,426.03,344.19,465.3,171.27,290.26,274.51,1251.08,217.34
18642.05,0,415.14,340.46,0,503.08,147.82,250.01,380.35,244.44,345.9,321.38,0,695.99,316.81,462.39,187.76,280.87,73.56,396.15,187,0,0,1383.92,76.63,481.55,0,1317.01,455.65,344.08,505.83,309.87,146.63,0,949.06,247.81,211.19,38.69,243.31,424.06,1086.83,290.56,775.48,0,558.91,375.16,340,430.52,381.1,243.99,1321.27,153.83
18653.98,0,381.89,341.38,0,485.09,142.53,241.07,360.49,235.7,774.74,309.89,0,671.1,463.64,783.67,181.05,221.38,70.5,381.98,423.14,0,0,860.71,82.1,464.33,0,1269.92,516.24,331.78,479.53,298.79,141.39,37.97,972.12,238.95,203.64,37.3,240.53,438.1,1047.97,280.17,736.23,0,538.93,361.74,213.93,415.13,293.98,235.26,1286.64,161.36
18734.69,0,562.67,517.42,537.94,0,248.62,0,0,0,0,335.08,214.15,741.59,535.38,819.88,300.1,243.91,77.67,356.65,0,0,0,1547.28,90.72,770.42,464.2,1432.85,787.98,363.37,0,377.82,312.32,231.21,0,0,226.51,41.22,265.8,501.41,1201.11,320.36,946.64,0,625.01,370.04,503.24,0,0,311.97,1292.54,259.61
18765.85,0,381.42,327.89,0,484.5,142.36,240.77,366.3,235.41,816.16,309.51,0,670.28,463.07,782.71,180.82,230.32,70.42,381.51,192.1,0,0,1332.8,73.8,463.76,0,1268.36,438.81,331.37,487.14,298.43,141.22,0,914,238.66,203.39,37.26,234.32,437.57,1046.68,279.82,746.83,0,538.27,361.3,327.44,414.62,367.02,234.97,1272.46,0
18851.3,0,404.6,361.68,0,513.94,151.01,255.4,381.93,249.72,820.81,328.31,0,711.01,491.21,830.27,191.81,234.54,74.69,404.7,448.3,0,0,0,86.98,491.94,0,1345.43,546.94,351.5,508.05,316.56,149.8,40.23,1029.92,253.16,215.75,39.52,254.83,464.15,1110.28,296.83,780.01,0,570.97,383.25,226.65,439.81,311.46,249.25,1363.15,170.95
18875.73,0,551.24,506.9,527,0,243.57,403.32,0,0,0,328.27,209.8,726.52,524.5,803.21,293.99,238.96,76.09,349.4,0,0,0,1515.83,88.88,754.76,454.77,1403.72,771.96,355.99,0,370.14,305.97,226.51,0,118.54,221.91,40.38,260.39,491.22,1176.7,313.84,927.39,0,612.3,362.52,493.01,0,0,305.63,1266.26,254.34
19012.19,0,385.61,359.5,491.55,311.93,227.18,376.19,777.5,165.49,0,306.18,195.69,677.64,366.91,749.18,274.22,222.88,70.97,389.68,406.71,0,0,1413.84,82.9,703.98,424.17,935.52,540.02,332.04,408.12,345.24,317.45,211.27,0,241.23,205.62,37.67,242.88,458.17,1097.53,292.73,873.83,0,442.41,357.43,483.19,0,0,285.07,1299.18,225.69
19052.78,0,380,332.15,0,482.69,141.82,239.88,364.94,234.53,813.12,308.35,0,667.78,461.35,779.79,180.15,229.47,70.15,380.09,421.05,0,0,1327.83,73.53,462.03,0,1263.63,513.68,330.13,485.32,297.31,140.69,37.79,1098.64,237.77,202.63,37.12,239.34,435.93,1042.78,278.78,744.05,0,536.26,359.95,212.87,413.07,292.52,234.1,1267.72,0
19118.17,0,383.08,342.44,0,486.6,142.97,241.82,367.89,236.43,777.15,310.85,0,673.19,465.08,786.1,181.61,222.07,70.72,383.17,424.45,0,0,1062.62,82.36,465.77,0,1273.86,517.84,332.81,481.02,299.72,141.83,38.09,1175.89,239.69,204.27,37.42,241.28,439.46,1051.22,281.04,738.52,0,540.6,362.86,214.6,416.41,294.89,235.99,1290.63,161.86
19154.95,0,381.03,333.04,0,484,142.21,240.53,372.06,235.17,815.32,309.19,0,669.59,462.6,781.9,180.64,230.09,70.34,381.12,422.19,0,0,1331.42,73.72,463.28,0,1267.05,515.07,331.03,478.45,298.12,141.07,37.89,1101.61,238.41,203.18,37.22,239.99,437.11,1045.6,279.54,746.06,33.26,470.5,360.93,213.45,414.19,293.31,234.73,1283.74,74
19281.02,0,390.63,349.2,0,496.19,145.79,246.59,375.15,241.09,792.47,316.98,0,686.46,474.25,801.6,185.19,226.44,72.12,390.72,432.82,0,0,1083.57,83.98,474.95,0,1298.97,528.05,339.37,490.5,305.63,144.62,38.84,1024.21,244.42,208.3,38.16,246.04,448.13,1071.95,286.58,753.08,62.51,551.26,370.02,168.68,424.62,300.7,240.64,1316.08,113.47
19317.07,0,385.87,337.28,0,490.15,144.02,243.58,376.79,238.16,825.68,313.12,0,678.1,468.48,791.84,182.93,233.01,71.24,385.97,427.55,0,0,1348.35,74.66,469.17,0,1283.16,521.62,230.48,484.53,301.91,142.86,38.37,1115.62,241.44,205.76,37.69,243.04,442.67,1058.9,283.09,755.55,84.21,374.38,365.52,216.16,419.46,297.04,237.72,1300.06,149.88
19359.98,0,391.43,349.91,0,497.21,146.09,247.09,375.92,241.59,794.1,317.63,0,687.87,475.23,803.25,185.57,226.91,72.26,391.53,433.71,0,0,1085.8,84.15,475.93,0,1301.64,529.14,340.07,491.51,306.26,144.92,38.92,1026.32,244.92,208.73,38.24,246.54,449.05,1074.15,287.17,754.63,0,552.39,370.78,219.28,425.5,301.32,241.14,1318.79,165.39
19369.43,0,390.13,348.75,0,495.56,145.61,246.27,374.67,240.79,791.46,316.57,0,685.58,473.65,800.58,184.95,226.16,72.02,390.22,432.27,0,0,1082.19,83.87,474.35,0,1297.32,527.38,338.94,489.88,305.24,144.44,38.79,1022.91,244.11,208.03,38.11,245.72,447.56,1070.58,286.21,752.12,73.79,550.56,369.55,218.55,424.08,300.32,240.34,1314.41,164.84
19572.42,0,398.03,371.07,507.38,321.97,234.49,388.3,802.53,170.82,0,316.04,201.99,699.46,378.72,773.3,283.05,230.06,73.26,402.23,419.81,0,0,1459.37,85.57,726.65,437.83,965.64,557.41,342.73,421.26,304.39,327.67,218.07,0,249,212.24,38.88,250.7,472.93,1132.87,302.16,901.97,0,456.66,368.94,498.75,0,0,294.24,1341.02,232.96
19861.38,0,400.4,357.93,0,508.6,149.44,252.75,482.28,247.12,812.29,324.9,0,703.63,486.11,821.65,189.82,232.11,73.92,400.49,443.65,0,0,1110.67,86.08,486.83,0,1331.46,541.26,347.86,502.77,313.27,148.24,0,1049.83,250.53,213.51,39.11,252.19,459.34,1098.76,293.75,771.91,0,565.05,379.27,224.3,435.24,308.22,246.66,1349,169.18
20253,0,409.49,366.05,0,520.15,152.83,258.49,393.26,252.73,830.73,332.28,0,719.6,497.15,840.3,194.13,237.38,75.6,409.59,453.72,0,0,1135.88,88.03,497.88,0,1361.69,553.55,355.75,514.19,320.38,151.61,40.72,1073.66,256.22,218.35,40,257.91,469.76,1123.7,300.42,789.44,0,577.87,387.88,229.39,445.12,315.22,252.26,1379.62,173.02
