Oil Rate Cum,sed18ss_csv,seh5n_csv,sef19n_csv,sda5n_csv,sec10ls_csv,sec1n_csv,sec24_csv,sec34ls_csv,sed24ls_csv,sec7_csv,sec20_csv,sed3ls_csv,raa4ss_csv,seh8n_csv,sec4_csv,sed7n_csv,seb7ls_csv,seh3st3n_csv,seb31_csv,sed24ss_csv,sec34ss_csv,raa4_csv,raa1_csv,raa3_csv,sed21ls_csv,sef12n_csv,raa2_csv,sed2ls_csv,seg25st_csv,see8n_csv,see5ls_csv,sed12ls_csv,sec32n_csv,see15ss_csv,sda3ss_csv,raa9_csv,raa8_csv,sed14ls_csv,sed10ss_csv,sec11_csv,sec38_csv,sea2_csv,sed28ls_csv,seg3st_csv,seb6st1ls_csv,sed8ss_csv,sed31ls_csv,sed9ls_csv,seh6n_csv,sef9n_csv,seb8_csv
15435.12,415.59,291.86,331.83,0,295.94,0,321.12,0,190.54,233.78,257.38,0,0,280.45,478.77,403.59,180.49,34.47,372.21,250.43,0,995.23,531.28,65.63,0,0,843.2,0,274.14,623.75,180.02,0,0,0,261.33,181.79,41.3,414.82,597.14,827.57,184.07,2034.99,0,379.36,352.13,0,471.13,829.51,199.54,751.23,57.51
15481.76,0,334.31,405.44,0,361.59,0,396.99,0,138.68,282.58,317.04,255.06,0,309.17,549.26,462.29,225.54,38.27,483.41,305.98,358.36,287.59,608.56,75.18,432.04,0,965.86,0,317.47,714.48,311.71,0,0,372.1,93.54,260.67,0,320.19,684,987.99,363.17,699.3,0,425.18,246.07,0,393.5,588.2,294.72,816.27,0
15572.96,0,319,386.87,0,345.02,0,350.98,0,208.26,272.56,302.52,0,0,306.53,523.29,441.12,197.27,37.68,406.82,291.96,431.93,1087.78,580.69,71.74,522.85,0,921.62,0,299.63,681.76,196.77,0,0,0,285.63,198.69,45.14,311.71,652.67,904.53,344.9,667.27,0,414.64,384.88,0,514.94,561.26,218.09,821.1,62.86
15592.48,0,347.05,168.04,0,358.18,129.53,219.07,327.6,174.03,704.05,281.61,0,609.87,351.45,712.16,164.53,201.18,55.39,350.71,384.53,0,0,691.92,74.61,661.71,0,1154.04,469.14,248.11,435.78,271.53,128.49,5.03,0,217.15,185.06,33.9,218.58,398.13,952.35,254.6,669.06,196.91,403.03,267.1,410.43,377.25,267.15,213.8,645.52,203.12
15593.66,0,546.04,469.4,0,195.07,0,0,0,0,671.27,0,176.22,778.59,532.68,767.4,0,215.05,82.19,293.47,406.94,142.75,0,0,82.95,635.57,424.41,1374.66,720.43,354.19,408.35,345.43,96.25,231.94,0,241.37,207.1,83.68,268.86,458.43,0,292.9,468.55,242.27,925.09,407.97,0,0,301.59,324.12,1206.11,214.37
15594.38,0,277.52,327.94,0,426.17,121.46,245.47,0,183.91,336.1,252.96,0,676.26,209.58,454.67,258.69,239.47,71.48,380.95,193.81,0,0,1344.68,74.46,467.89,0,1313.14,287.77,291.4,491.48,347.41,142.47,0,526.54,240.79,206.56,37.59,248.7,581.01,769.4,292.96,730.66,0,342.01,197.94,0,0,370.29,237.07,1250.01,145.71
15609.32,0,358.28,434.5,0,314.85,0,329.27,0,233.91,256.61,342.22,208.15,0,331.33,480.08,0,241.71,41.01,518.06,266.43,0,0,652.19,80.57,364.6,0,1035.11,291.85,340.23,756.12,396.73,0,0,701.51,320.8,279.36,4.17,334.76,813.69,1058.83,402.18,973.46,0,455.66,263.71,80.12,0,456.61,315.85,874.8,0
15619.43,0,484.67,445.69,313.74,143.96,0,0,511.52,0,0,288.63,184.47,352.67,461.16,706.22,258.49,210.1,66.9,307.21,95.85,0,0,1203.06,40.7,663.62,399.85,681.39,678.74,313,0,325.44,269.02,199.16,0,227.4,87.39,16.27,228.95,431.9,1034.61,275.95,815.41,0,538.37,318.74,433.48,0,0,268.72,1113.36,223.62
15623.57,0,330.87,401.27,0,357.87,0,392.91,0,216.01,279.67,313.78,202.47,0,305.99,543.61,457.54,223.22,37.87,478.43,302.83,448.01,284.63,602.3,74.41,427.59,0,955.93,0,314.21,707.13,308.51,0,0,368.27,274.66,257.99,46.25,209.33,676.97,977.83,359.44,605.6,0,420.8,243.54,0,534.11,582.15,291.69,807.88,0
15636.27,0,266.57,317.75,0,409.35,116.66,235.78,0,228.13,322.83,242.98,0,649.56,201.31,436.73,175.24,230.02,68.65,365.91,186.16,0,0,1291.6,71.52,449.42,0,1242.45,425.25,321.13,472.08,333.69,136.85,0,505.75,0,198.4,36.11,231.5,395.77,739.03,281.39,723.75,0,521.63,243.89,274.05,330.9,355.68,227.71,1233.13,139.96
15641.56,0,324.42,393.44,0,350.88,0,385.24,0,211.8,274.21,307.65,0,0,324.34,533,448.61,218.86,38.32,413.73,296.92,0,1106.25,590.55,66.87,419.25,0,937.27,0,308.08,693.33,302.49,0,0,361.08,248.12,200.77,40.17,288.06,663.76,958.75,352.42,678.61,0,412.59,238.79,0,523.69,570.79,221.8,872.72,63.93
15645.26,0,340.93,413.46,0,368.74,0,313.33,0,222.58,300.53,325.65,198.07,0,315.29,562.25,0,203.65,39.02,492.97,312.03,0,0,620.61,76.67,427.01,0,984.98,277.72,323.76,719.5,377.52,0,0,667.54,305.27,265.83,39.22,318.55,774.28,1007.55,382.71,926.32,0,433.59,222.19,0,518.46,434.5,300.55,832.43,0
15650.12,0,323.18,391.94,0,349.55,0,355.58,0,210.99,276.13,306.48,0,0,310.54,530.15,446.9,218.03,38.17,412.15,295.79,437.59,1102.03,588.3,72.68,417.65,0,933.7,0,303.56,690.69,199.34,0,0,0,289.37,201.3,45.74,315.8,661.22,942.57,349.42,676.02,0,420.07,389.93,0,521.69,509.38,220.95,831.86,63.68
15677.32,0,279,329.69,0,428.44,122.1,246.77,0,184.89,337.88,254.31,0,679.85,210.7,457.09,260.06,240.75,71.86,382.97,194.84,0,0,1351.83,74.85,470.38,0,1320.12,289.3,292.95,494.1,349.26,143.23,0,529.34,242.07,207.66,37.79,250.03,584.1,773.5,294.51,734.54,0,343.83,198.99,0,0,372.26,238.33,1256.66,146.49
15682.14,0,358.44,434.7,0,387.69,0,329.43,0,234.01,315.97,342.38,0,0,331.48,591.13,344.81,241.82,41.03,0,328.07,0,671.78,652.49,61.29,448.95,0,1035.58,0,340.39,761.74,337.58,0,0,398.96,320.95,0,50.1,334.92,814.06,1059.31,402.37,749.78,67.16,455.87,263.83,0,545.1,437.78,315.99,875.2,0
15682.84,0,347.08,420.92,0,375.39,0,318.98,0,226.59,293.37,329.14,0,0,320.97,572.39,333.87,234.15,39.73,501.86,317.66,0,298.57,631.8,0,448.53,0,1002.74,0,329.6,741.76,306.45,0,0,386.3,310.77,270.62,48.52,324.3,788.24,1025.72,389.61,726,0,441.41,255.47,0,560.26,610.66,305.97,847.44,0
15706.06,0,332.03,402.67,0,359.12,0,394.29,0,216.77,280.65,314.88,253.32,0,307.06,545.51,459.15,224,38.01,423.45,303.89,313.77,285.63,604.42,74.67,429.09,0,959.28,0,315.31,709.62,309.59,0,0,369.56,297.3,258.89,0,318.01,679.34,981.27,360.7,694.54,0,422.28,244.4,0,535.98,584.19,292.71,810.71,0
15717.51,0,294.35,350.87,0,263.68,75.15,154.59,0,251.91,211.66,162.1,0,717.27,222.29,281.31,193.5,32.22,75.81,404.05,205.57,0,0,1426.23,78.97,496.27,0,1371.96,469.58,354.6,521.29,368.48,151.12,0,558.47,0,219.08,39.87,255.63,437.03,493.04,187.73,799.19,157.36,576,30.86,302.61,365.39,392.75,251.45,1361.67,154.55
15718.78,0,342.11,414.89,0,370.02,0,314.41,0,223.35,301.57,324.43,0,0,316.38,564.19,329.09,230.8,39.16,494.68,313.11,0,294.3,622.75,76.93,430.45,0,988.38,0,324.88,727.03,224.87,0,0,380.77,306.32,150.05,47.82,319.65,776.96,1011.03,384.03,715.61,313.39,435.09,251.81,0,552.24,601.92,301.59,835.31,67.41
15732.92,0,335.41,406.77,0,362.77,0,369.04,0,218.98,286.58,318.08,0,0,322.3,551.06,463.81,226.28,39.62,427.75,306.98,0,1143.74,610.56,75.43,433.46,0,969.03,0,315.05,716.83,257.36,0,0,373.32,300.33,207.57,47.47,327.75,686.25,991.24,364.36,701.6,0,0,246.88,0,541.43,590.13,229.31,902.3,66.09
15733.43,0,341.46,414.11,0,369.32,0,405.49,0,222.93,288.62,323.82,0,0,315.78,561.01,472.18,208.77,39.09,447.46,312.52,322.68,293.74,621.58,76.79,441.28,0,986.53,0,324.27,729.77,318.38,0,0,380.06,168.8,266.25,11.93,327.05,698.64,1009.13,370.94,714.27,0,434.27,227.77,0,551.2,600.78,301.02,833.74,0
15750.32,0,311.94,380.41,0,242.5,140.89,289.81,0,208.38,197.64,214.16,0,755.96,201.93,514.44,300.07,192.91,35.71,413.46,161.59,0,0,547.23,50.42,328.39,0,837.5,182.64,337.42,570.11,402.98,165.27,0,610.77,279.31,258.51,43.6,228.39,708.44,921.87,350.16,847.55,0,396.72,210.47,388.07,465.04,285.74,274.99,1449.98,46.95
15816.41,0,294.24,350.74,0,451.85,99.26,260.26,0,36.72,51.97,268.2,0,717.01,222.21,70.3,193.43,253.9,75.78,403.9,205.49,193.03,0,1425.71,78.94,72.35,0,1315.66,68.45,354.47,521.1,368.34,151.06,0,558.27,255.3,219,39.86,255.53,436.86,815.77,310.61,798.89,284.93,575.79,269.21,302.5,365.25,57.26,251.35,1361.17,154.49
15839.17,0,437.49,358.79,0,219.22,74.64,126.25,0,190.52,151.89,182.91,0,733.46,333.86,233.49,158.71,334.5,77.52,417.47,164.22,0,0,1458.42,80.76,126.87,0,1345.85,355.13,362.6,533.06,326.55,123.94,0,913.72,261.15,222.56,40.77,176.99,330.51,538.94,197.75,817.23,0,589,303.04,248.2,369.74,271.93,257.12,1392.4,0
15855.78,0,279.88,330.73,0,429.79,122.49,247.55,0,185.47,338.95,255.11,0,682,211.36,458.53,260.88,241.51,72.08,384.18,195.46,0,0,1356.1,75.09,471.87,0,1324.29,290.22,293.87,495.66,350.36,143.68,0,531.01,242.83,208.31,37.91,250.81,585.95,775.94,295.44,736.86,0,344.91,199.62,128.99,0,373.44,239.08,1260.62,146.95
15879.1,0,276.85,327.15,0,425.14,121.16,244.87,0,183.47,335.28,252.35,0,674.62,209.08,453.58,258.06,238.9,71.3,380.03,193.35,0,0,1341.43,74.28,466.76,0,1309.97,287.08,290.7,490.3,346.57,142.13,0,525.27,240.21,206.06,37.5,248.1,579.61,767.55,292.25,728.89,0,341.18,197.46,322.36,0,369.4,236.5,1246.99,145.36
15884.73,0,351.62,426.43,0,380.31,0,323.15,0,229.56,309.96,333.45,0,0,325.18,579.88,338.25,237.22,40.25,508.43,321.82,0,302.48,640.07,0,442.42,0,1015.87,0,333.91,747.24,310.46,0,0,391.36,314.84,274.17,49.15,328.54,798.56,1039.15,394.71,735.51,0,447.19,258.81,0,567.6,618.66,309.98,858.54,0
15885.21,0,363.6,338.98,463.49,131.74,80.33,85.58,154.38,156.05,0,144.35,34.6,638.96,318.83,349.29,258.56,210.16,66.92,367.44,383.49,89.69,0,1333.14,78.17,663.8,399.96,882.12,509.19,313.08,384.82,325.53,299.33,76.78,0,227.46,193.89,35.52,229.01,432.02,498.89,97.25,823.95,244.24,417.16,337.02,455.61,0,284.21,268.79,1225.02,212.81
15921.8,0,352.65,427.67,0,381.42,0,324.1,0,230.23,310.86,334.42,0,0,326.12,581.57,339.23,237.91,40.37,509.92,322.76,0,303.36,641.93,0,443.71,0,1018.83,0,334.88,749.42,332.12,0,0,392.5,315.76,274.97,49.29,329.5,800.89,1020.46,387.61,737.65,0,448.49,259.57,0,569.25,620.46,310.88,861.04,0
15928.33,0,349,423.25,0,377.47,0,302.19,0,227.85,294.99,330.97,0,0,322.75,573.39,482.61,235.45,39.95,445.09,319.42,127.98,300.23,635.3,78.48,451.02,0,1008.3,0,331.42,745.88,325.41,0,0,388.45,312.5,272.12,0,334.26,714.06,1031.41,379.13,730.03,0,443.86,256.88,0,563.37,614.05,307.67,852.14,0
15969.74,0,348.71,422.89,0,377.15,0,320.48,0,227.66,307.39,330.69,0,0,322.48,575.07,335.44,235.25,39.91,504.22,319.15,0,653.52,634.76,78.42,438.76,0,1007.45,0,331.14,741.05,328.41,0,0,388.12,312.23,0,48.74,325.82,791.94,1030.53,391.44,729.41,0,443.48,256.67,0,530.29,613.53,307.41,851.42,68.71
15982.17,0,334.76,405.98,0,362.07,0,397.52,0,218.55,282.95,317.46,0,0,334.68,549.99,462.91,225.84,39.54,426.92,306.39,0,1141.52,609.37,75.28,432.61,0,967.15,0,317.9,715.44,312.13,0,0,372.59,62.45,207.17,47.37,320.62,684.92,989.31,363.66,700.24,0,425.74,246.4,0,540.38,588.99,228.87,900.54,65.96
16003.27,0,349.21,423.5,0,377.69,0,414.68,0,227.98,209.08,331.16,0,0,322.94,573.73,482.89,235.59,39.97,445.34,319.61,167.46,300.4,635.67,78.53,451.28,0,1008.89,0,331.62,746.31,325.6,0,0,388.67,312.68,272.28,0,334.46,714.48,1032.01,379.35,730.46,0,444.12,257.03,0,563.7,614.41,307.85,852.64,0
16014.42,404.69,284.2,344.66,0,307.39,0,312.69,0,185.54,0,267.34,0,0,273.09,466.21,393,175.75,33.57,362.44,260.11,296.63,969.12,517.34,63.91,465.81,0,821.08,0,266.95,607.39,175.3,130.18,0,0,254.47,177.02,40.22,403.94,581.47,805.86,179.24,1981.61,245.55,369.41,342.9,0,458.77,807.74,194.3,731.53,56
16021.43,0,355.57,431.22,0,384.58,0,422.24,0,232.14,300.55,337.2,0,0,328.83,584.18,491.69,239.88,40.7,453.46,325.44,0,305.88,647.26,79.96,459.51,0,1027.28,0,337.66,585.77,255.56,0,0,395.76,318.38,220.05,49.7,340.56,727.5,1050.82,386.27,743.77,0,452.21,261.72,0,573.98,625.61,313.46,935.08,0
16116.84,0,329.4,399.48,0,356.27,0,362.42,0,215.05,281.45,312.38,0,0,316.52,540.36,455.5,222.22,38.91,420.09,301.48,446.01,1123.24,599.62,74.07,421.25,0,951.67,0,309.4,703.98,201.06,0,0,115.62,294.94,203.85,46.62,321.87,673.95,950.7,356.14,581.37,0,428.16,242.46,333.24,526.19,573.52,173.6,847.87,64.91
16123.36,0,281.11,332.19,0,431.68,123.03,248.64,0,186.29,340.44,256.23,0,685,212.29,460.55,262.03,242.57,72.4,385.87,196.32,0,0,1362.07,75.42,473.95,0,1330.12,291.49,295.17,497.84,351.9,144.32,0,533.35,243.9,209.23,38.08,251.92,588.53,779.36,296.74,740.11,0,346.43,200.5,327.32,0,375.08,240.13,1266.17,147.59
16138.34,0,281.53,332.69,0,432.33,123.21,249.02,0,182.24,340.96,256.62,0,686.03,212.61,461.25,262.43,242.94,72.51,386.46,196.62,0,0,1364.12,75.54,474.66,0,1332.13,291.93,295.09,498.59,352.43,96.36,0,534.15,244.27,209.54,38.13,252.3,589.42,780.53,297.19,741.22,0,346.95,200.8,327.81,43.68,375.65,240.5,1268.08,147.82
16138.74,0,274.88,328.5,0,426.9,117.86,245.88,0,179.95,322.64,253.39,0,677.41,174.38,455.45,259.13,239.88,71.6,381.6,194.14,0,0,1346.97,74.58,334.78,0,1315.37,221.74,291.38,492.32,348,0,0,527.43,241.2,206.91,37.65,249.13,582,770.71,293.45,731.9,0,342.59,198.27,323.69,637.23,332.29,237.47,1252.13,145.96
16147.46,0,278.46,329.06,0,427.61,121.87,246.3,0,180.25,337.24,253.82,35.92,678.55,210.29,456.21,259.56,240.29,71.72,382.24,194.47,0,0,1349.24,74.71,335.34,0,1317.59,222.11,291.87,493.15,348.58,142.96,0,528.32,241.6,207.26,37.72,249.55,582.98,772.01,293.95,733.13,0,343.17,198.61,324.23,345.66,371.55,237.87,1254.24,146.2
16180.83,0,336.16,407.68,0,363.59,0,399.19,0,219.47,284.14,318.79,0,0,336.08,552.29,464.85,226.79,39.71,428.71,307.67,0,1146.3,611.93,75.59,434.43,0,971.2,0,319.23,718.43,313.44,0,0,374.15,194.39,208.04,47.57,321.97,687.79,993.46,365.18,703.17,0,427.53,247.43,0,542.64,591.45,229.83,904.32,66.24
16209.8,0,296.84,353.83,0,455.83,129.91,262.55,0,254.04,172.25,270.57,0,723.32,224.17,233.03,195.13,256.14,76.45,407.46,99.33,0,0,1438.27,79.64,239.8,0,1388.08,226.9,357.59,525.69,371.59,152.39,0,563.19,0,220.93,40.21,266.01,621.45,822.95,313.35,805.93,287.44,580.86,0,345.63,368.47,0,253.57,1373.16,155.85
16233.43,0,335.12,406.41,0,362.46,0,397.95,0,218.78,283.26,317.8,0,0,335.04,550.58,463.41,226.08,39.58,427.38,306.72,0,1142.75,610.03,75.36,433.08,0,968.19,0,314.77,716.21,312.47,0,0,372.99,300.06,207.39,47.43,320.97,685.65,990.38,364.05,700.99,0,426.2,246.66,0,540.96,589.62,229.11,901.51,66.03
16236.98,0,532.69,457.92,0,0,0,0,0,0,0,298.86,191.01,661.44,519.65,731.27,267.66,217.55,80.18,318.1,0,0,0,2599.77,80.92,687.15,414.03,1277.98,702.81,324.1,0,336.98,278.56,206.22,0,0,202.03,36.77,237.07,447.22,0,285.73,844.32,0,557.46,330.04,448.85,0,0,278.25,1152.84,231.55
16253.96,0,323.38,386.46,0,342.75,143.13,294.42,0,211.69,279.35,201.8,0,767.97,205.14,469.29,304.84,213.79,36.27,458.22,123.71,0,0,555.93,71.26,421.4,0,850.81,104.87,342.79,579.17,409.39,69.96,0,620.48,283.75,262.62,44.3,293.08,719.7,936.52,355.73,861.02,0,403.03,133.63,394.24,589.01,403.87,279.37,1473.03,32.79
16261.72,0,285.37,337.22,0,438.22,93.67,252.41,0,189.11,345.6,260.11,0,695.37,215.51,467.53,266,246.25,73.5,391.72,199.29,0,0,1382.7,76.56,481.12,0,1350.26,295.91,299.64,505.38,357.23,93.4,0,541.42,247.59,212.4,38.65,255.73,597.44,791.16,301.24,751.31,0,351.67,203.53,266.51,44.28,380.76,243.77,1285.35,149.83
16289.03,0,310.18,370.68,0,286.01,137.28,277.45,0,203.05,225.56,169.77,0,764.38,196.77,513.92,292.4,270.68,34.79,313.97,130.07,0,0,606.52,84.16,295.13,0,1484.26,148.56,328.79,555.53,392.68,0,0,595.15,272.16,233.47,42.49,281.11,656.73,869.67,331.13,825.87,0,386.57,223.73,365.25,719.04,248.51,267.96,1412.9,164.7
16289.8,0,341.42,414.06,0,369.28,0,405.44,0,222.9,288.59,323.78,260.48,0,315.74,560.94,472.13,230.34,39.08,435.42,312.49,462.29,293.71,621.5,76.78,441.22,0,986.4,0,324.23,729.68,318.34,0,0,380.01,305.71,266.21,0,327,698.55,1009.01,370.9,714.18,0,434.22,251.3,0,551.14,600.71,300.99,833.63,0
16294.67,0,381.23,462.33,0,412.33,0,330.1,0,248.89,322.23,271.15,0,0,352.56,626.34,527.17,257.19,43.64,486.18,348.92,193.57,204.97,433.73,53.58,492.67,0,688.38,0,362.03,814.75,355.46,0,0,424.31,213.34,185.78,0,365.13,779.99,1126.65,414.14,797.44,0,484.84,280.6,0,615.39,670.75,336.08,930.83,0
16369.02,0,568.51,518.73,0,0,0,0,0,171.55,0,338.56,216.38,749.28,540.93,828.38,303.21,246.44,90.83,360.35,0,0,0,0,91.67,778.41,469.02,1447.7,796.15,367.14,0,0,315.56,233.6,0,0,228.86,41.65,268.55,506.61,1213.56,323.68,956.45,0,631.49,373.87,508.46,0,0,315.2,1305.94,262.3
16372.82,0,521.55,448.34,0,0,0,0,0,158.16,0,292.62,187.02,647.61,508.79,715.98,262.06,212.44,78.5,311.45,0,0,0,2545.42,79.23,672.79,405.38,1251.26,688.12,317.32,0,329.94,272.74,201.91,0,230.54,197.81,36,232.11,437.87,0,279.76,826.67,20.63,545.8,389.67,439.46,0,0,272.43,1128.73,226.71
16378.37,0,344.4,417.67,0,372.5,0,408.98,0,224.85,291.11,326.61,0,0,344.32,565.83,476.25,232.35,40.68,439.22,315.21,0,1174.4,626.93,77.45,445.08,0,995.01,0,327.06,736.05,321.12,0,0,383.33,0,213.14,48.74,329.86,704.65,1017.81,374.13,720.41,0,438.01,253.5,0,555.95,605.95,235.46,926.49,67.86
16383.76,0,284.62,296.86,0,437.07,124.56,251.74,0,213.14,344.69,259.43,0,693.55,214.94,466.3,163.71,0,73.3,390.69,173.92,186.71,0,1379.07,76.36,419.88,0,1272.63,397.29,342.87,504.05,356.29,127.85,0,540,192.93,211.84,38.55,216.28,369.75,789.08,300.45,772.76,241.16,556.95,260.4,256.03,309.14,332.29,243.13,1152.06,149.44
16398.03,0,510.99,466.25,0,0,0,0,0,0,0,304.3,194.48,673.48,529.11,744.57,272.53,221.51,81.64,323.89,0,0,0,1488.98,82.39,699.66,421.57,1301.24,715.6,330,0,307.38,283.63,209.97,0,0,205.71,37.44,241.38,455.36,1090.79,290.93,859.69,0,567.6,336.05,457.02,0,0,283.31,1173.81,235.77
16405.33,0,286.03,337.99,0,439.23,125.18,252.99,0,189.55,346.4,260.71,0,696.98,216,468.61,266.62,246.81,73.67,392.62,199.75,0,0,1385.89,76.74,482.23,0,1353.38,296.59,300.33,506.55,358.05,146.84,0,542.68,248.17,212.89,38.74,256.32,598.82,792.99,301.93,753.05,0,352.49,204,333.04,0,381.64,244.33,1288.32,150.18
16414.89,0,285.68,340.53,0,438.69,125.03,252.68,0,189.32,345.97,260.4,0,696.13,193.27,468.04,266.29,246.51,64.38,392.14,199.51,0,0,1384.2,76.65,481.64,0,1351.73,296.23,299.96,505.93,357.62,146.66,0,542.01,247.86,212.63,38.69,256.01,598.09,792.02,301.57,775.63,0,352.06,203.75,332.63,0,381.18,244.04,1321.54,149.99
16415.47,0,282.06,337.08,0,438.05,124.84,252.31,0,184.65,345.46,260.01,0,492.36,178.93,467.34,265.9,246.15,73.47,391.56,199.21,0,0,1382.15,76.53,343.52,0,1349.73,227.53,298.99,505.18,357.09,0,0,541.21,247.5,212.31,38.64,255.63,597.2,790.85,301.12,751.02,0,351.54,203.45,332.14,653.87,380.61,243.67,1284.84,149.77
16431,0,409.99,304.71,0,348.35,118.61,200.61,0,241.4,277.55,215.64,0,687.34,215.1,371.03,185.43,313.47,49.95,391.23,178.52,0,0,1366.72,75.68,426.03,0,1300.65,215.62,311.49,395.47,306.02,128.22,0,937.27,244.73,208.57,38.21,240.28,418.79,872.08,233.15,765.84,0,505.97,370.5,335.77,425.17,376.36,240.95,1182.53,0
16472.08,0,286.09,338.07,0,439.33,125.21,253.05,0,189.59,346.48,260.77,0,697.14,216.05,468.72,266.68,246.87,73.68,392.71,199.8,0,0,1386.21,76.76,482.34,0,1353.69,296.66,300.4,506.66,358.14,146.87,39.45,542.8,248.22,212.94,38.75,256.38,598.96,793.17,302,776.76,0,352.57,204.05,333.12,0,381.73,244.39,1288.61,150.21
16479.06,0,336.7,300.98,429.2,427.69,125.66,212.54,0,207.81,683.06,273.21,0,591.68,408.77,690.93,239.43,195.18,62.16,340.25,373.07,0,0,933.97,72.38,641.98,0,1119.63,455.15,292.51,422.78,263.43,123.19,33.48,0,210.67,179.54,32.89,212.07,386.26,923.95,247.01,649.1,235.13,475.15,318.93,398.19,155.3,259.19,207.42,1134.38,197.06
16483.27,0,333.89,399.02,0,507.73,147.78,298.67,0,218.58,282.42,134.66,0,481.43,211.81,553.22,0,220.74,37.45,463.51,230.91,0,0,652.9,73.58,435.1,0,878.47,149.93,353.93,598,422.7,0,0,640.66,292.97,271.16,45.74,302.6,743.1,936.16,356.45,740.84,0,416.13,240.84,407.06,608.16,408.31,288.45,1520.92,177.29
16488.99,0,279.43,333.08,0,429.1,122.29,247.15,0,239.14,338.41,254.7,0,680.9,211.02,457.8,183.69,0,71.97,383.57,195.15,183.31,0,1353.92,74.97,471.11,0,1249.42,445.77,336.62,494.86,349.79,143.45,0,530.16,242.44,207.98,37.85,242.67,414.87,597.16,294.97,632.22,270.58,546.8,255.66,287.27,346.86,372.84,238.7,1292.63,146.71
16513.68,0,524.86,451.19,0,0,0,0,0,159.16,0,294.47,188.2,651.72,512.01,720.52,263.73,206.71,79,313.43,0,0,0,2561.55,79.73,677.05,407.95,1259.2,692.48,319.33,0,332.03,274.47,203.19,0,232.01,199.06,36.23,233.58,440.65,0,281.53,831.91,64.88,549.26,392.14,442.25,0,0,274.16,1135.89,228.15
16534.42,0,328.65,398.56,0,355.46,0,361.59,0,214.56,280.8,311.66,0,0,315.8,539.95,454.46,221.72,38.82,419.12,300.79,444.99,1120.68,598.25,73.9,424.71,0,949.49,0,308.69,702.37,306.43,43.53,0,365.79,294.27,203.39,46.51,321.14,672.41,971.25,355.33,687.45,150.53,427.18,241.9,0,530.51,578.23,224.69,884.1,64.76
16534.48,0,457.13,374.9,0,478.04,162.77,275.29,0,61.68,380.89,295.92,0,766.38,348.85,509.16,47.38,349.52,81,436.21,50.33,0,0,1523.88,84.38,121.52,0,1450.21,114.98,378.88,556.98,341.21,37,0,1045.05,272.88,232.55,42.6,61.4,107.01,871.94,319.94,853.91,0,615.44,413.1,85.8,108.64,96.17,268.66,1454.9,0
16554.55,0,290.68,346.49,0,446.38,127.22,257.11,0,192.63,352.03,264.96,0,708.32,219.52,476.23,191.09,250.83,74.87,399.01,203,0,0,1408.44,77.99,490.08,0,1359.29,301.42,305.22,514.79,363.88,149.23,0,551.51,168.14,216.35,39.37,260.49,608.56,805.89,306.85,789.22,0,358.22,207.32,338.46,0,387.85,248.31,1344.68,152.62
16591.04,0,371.51,332.1,4.93,471.91,138.66,234.52,313.43,229.29,753.68,301.46,0,652.86,451.04,762.36,176.12,215.36,68.59,371.6,411.64,0,0,0,79.87,451.71,0,1235.4,502.21,322.76,466.5,290.67,137.55,36.94,0,232.46,198.1,36.29,233.99,426.19,1019.48,272.55,716.22,259.44,524.28,351.91,208.12,403.84,285.99,228.87,1251.67,156.97
16611.04,0,295.19,351.88,0,377.76,129.19,261.1,0,195.62,357.5,269.07,0,719.32,222.93,483.63,194.06,254.73,76.03,405.21,206.16,0,0,1430.32,79.2,497.69,0,1380.4,306.1,355.62,522.78,369.53,151.55,0,560.07,0,219.71,39.98,264.54,618.02,818.4,311.61,801.48,0,363.79,210.54,343.72,0,393.88,252.17,1365.57,154.99
16618.79,0,343,415.97,0,370.98,0,407.31,0,223.93,289.92,325.28,0,0,342.92,563.53,474.31,231.4,40.52,437.43,313.93,0,1169.62,624.38,77.13,443.26,0,990.96,0,325.72,733.05,319.81,0,0,381.77,307.12,212.27,48.54,328.52,701.78,1013.67,372.61,717.48,0,436.23,252.47,0,553.68,603.49,234.5,922.71,67.59
16622.52,0,357.15,433.14,0,301.79,0,392.96,0,233.17,190.73,264.61,0,0,343.19,457.72,493.88,240.95,42.19,455.48,255.38,377.81,1217.88,650.14,80.32,461.55,0,1031.85,0,335.47,763.3,220.3,0,0,126.68,319.79,222.46,39.49,348.99,730.73,1041.65,386.15,747.08,0,464.23,205.38,0,576.53,628.39,244.18,919.3,20.53
16644.74,0,347.28,421.17,0,375.62,0,412.4,0,226.73,296.73,329.34,0,0,333.71,570.57,480.23,234.29,31.62,442.89,317.85,97.96,1184.23,632.17,78.1,448.8,0,1003.34,0,326.2,742.2,323.81,0,0,386.53,310.96,214.92,49.15,339.35,710.54,1026.33,377.26,726.44,0,178.68,255.62,0,560.6,611.02,237.43,934.24,68.43
16648.7,0,347.03,420.86,0,375.34,0,412.1,0,226.56,293.33,329.1,0,0,346.95,570.15,479.88,234.12,39.72,442.57,317.62,0,1183.36,631.71,78.04,448.47,0,1002.6,0,329.55,741.66,249.42,0,0,386.25,310.73,214.76,48.51,332.38,710.02,1025.58,376.99,725.91,0,441.35,255.43,0,560.19,610.58,237.26,912.62,0
